svc_sentiment,text
positive,great itwm great price recieved it earlier than they said i would love it .  only thing was it was not set up at factory to sync last page read on my books but when i bought it i made the mis
positive,Great for the whole family!
positive,Wonderful product. Love it.
positive,I love it.
negative,You can not change the background or lock screen photo.. disappointing!
positive,hard copy of instructions should be iincluded
positive,this Kindle is very nice - I love it
positive,Want as fast as I expected. Lagged somewhat. Have it to a friend.
positive,I love my Fire by Kindle it allows me to read and do email and internet it is just my all around tool for doing what I love
positive,Loved it
positive,I love kindle!
positive,I love my Kindle!  My daughter has one also and she came over and did a sync with the two Kindles and now I have lots more books.
positive,I upgraded my old kindle for this version. So far I have had any issues. I kind of wish I had google play store but it is what it is.
positive,Excellent
positive,My daughter loves it. Excellent xmas gift.
positive,I love my Kindle Fire. It's perfect but I do wish it were a bit thinner.
positive,Our kids love them and we can monitor their time spent on them as well.
positive,Love it everything I could wish for.  Easy to use.
positive,Great product!
positive,I love it! Easy to use and the perfect size to bring along in my purse.
positive,i am enjoying my fire hd7 very much
positive,Gave as a gift and my husband loves it and it is easy to learn the appps
positive,Nice color. Faster than my previous Kindle Fire. Love it as usual.  This is my 4th Kindle.
positive,Much better than expected
positive,works great!
positive,Love my kindle it is my favorite tablet by far !!!
positive,I love it! Received it as a Christmas gift. Had no idea was shocked. Very pleased.
positive,Awesome sauce!
positive,I really like my new kindle the only thing that's kind of annoying are the advertisements...
positive,LOVE IT
positive,This thing is amazing!!!! My girlfriend got it for me and now she's kinda regretting it!!! Hahaha
positive,Good tablet
positive,I love my magical device. I had to name it that!
positive,Love it.
positive,Screen is so clear compared to the original one. It loads so much faster and it in color. My fiancee bought this for me as a Christmas gift. You have no idea how hard it was not to open the p
positive,So far it has been very useful
positive,I like the size and the weight of this tablet.  I have an i pad and I find myself reaching for this device!
positive,Wow. What was I waiting for? Who needs an iPad for 7 times the price?  This thing is wonderful.
negative,not very many apps
positive,love it
positive,I like this product. The only problem is holding it while reading is the editor keeps coming up and I have to cancel it.
positive,Good Item very easy to read.  It does use up the battery very quickly though.
negative,Constantly requires restarting to get apps to download and run properly
negative,Just received a label so I can send it back for a replacement. Mine quit after using it for three days. Before it quit I liked it a lot
positive,A fantastic tablet
positive,Excellent. Easy to navigate. Loving it.
positive,very happy with fire hd 7. will recommend it to friends
positive,it was more than i expected for the price!
positive,Perfect In Everyway!
positive,I like my Fire.  Only one thing I would change would be to have a light to show when charging.  I have to just guess when it is fully charged and must open it to see if charged.
positive,Compared to older reader this is great email and night reading light are huge pluses
positive,I love reading my books w/my new kindle.  Great display & would never give it up now.
positive,The battery doesn't hold a charge as long as I would like
positive,Everyone with an Amazon account should have one of these!
positive,This is wonderful. My third Kindle. The people I give them to say it is great also.
positive,Everything I expected!
positive,Great product for the price!
negative,i don't like it that all of my books get transferred automatically to the new device.
positive,Great Product!
positive,I really enjoy mine: great for what is was designed to do. Nice overall product!
positive,Wonderful tablet..very happy with it!
positive,I love it
positive,I received this for Christmas the only problem I've had is it locked up once and I thought it was dead.
positive,Does what I need it to do and does it well at a good price.
positive,A little slow at times but i do love it!
positive,Fire Hd is perfect to take with you for travel. Size is perfect! Great gift!
positive,My Fire HD7 is a Christmas present and I have enjoyed using it everyday. The ease and clarity of the screen make it ideal to use when I am sitting away from my desk. I know I am going to get 
positive,Got the Kindle Fire as a Christmas Gift and have been using it everyday since.  I am really enjoying it!
positive,Affordable and I love it
positive,Can't change background or themes
positive,Love itvjustvwish I could get google play store in it so many apps I would like to have
